Week Ending,Federal Provider Number,Provider Name,Provider Address,Provider City,Provider State,Provider Zip Code,Submitted Data,Passed Quality Assurance Check,Residents Weekly Admissions COVID-19,Residents Total Admissions COVID-19,Residents Weekly Confirmed COVID-19,Residents Total Confirmed COVID-19,Residents Weekly Suspected COVID-19,Residents Total Suspected COVID-19,Residents Weekly All Deaths,Residents Total All Deaths,Residents Weekly COVID-19 Deaths,Residents Total COVID-19 Deaths,Number of All Beds,Total Number of Occupied Beds,Resident Access to Testing in Facility,Laboratory Type Is State Health Dept,Laboratory Type Is Private Lab,Laboratory Type Is Other,Staff Weekly Confirmed COVID-19,Staff Total Confirmed COVID-19,Staff Weekly Suspected COVID-19,Staff Total Suspected COVID-19,Staff Weekly COVID-19 Deaths,Staff Total COVID-19 Deaths,Shortage of Nursing Staff,Shortage of Clinical Staff,Shortage of Aides,Shortage of Other Staff,Any Current Supply of N95 Masks,One-Week Supply of N95 Masks,Any Current Supply of Surgical Masks,One-Week Supply of Surgical Masks,Any Current Supply of Eye Protection,One-Week Supply of Eye Protection,Any Current Supply of Gowns,One-Week Supply of Gowns,Any Current Supply of Gloves,One-Week Supply of Gloves,Any Current Supply of Hand Sanitizer,One-Week Supply of Hand Sanitizer,Ventilator Dependent Unit,Number of Ventilators in Facility,Number of Ventilators in Use for COVID-19,Any Current Supply of Ventilator Supplies,One-Week Supply of Ventilator Supplies,"Total Resident Confirmed COVID-19 Cases Per 1,000 Residents","Total Resident COVID-19 Deaths Per 1,000 Residents",Total Residents COVID-19 Deaths as a Percentage of Confirmed COVID-19 Cases,Three or More Confirmed COVID-19 Cases This Week or Initial Confirmed COVID-19 Case this Week,County,Geolocation,Initial Confirmed COVID-19 Case This Week,Able to Test or Obtain Resources to Test All Current Residents Within Next 7 Days,Reason for Not Testing Residents - Lack of PPE for Personnel,Reason for Not Testing Residents - Lack of Supplies,Reason for Not Testing Residents - Lack of Access to Laboratory,Reason for Not Testing Residents - Lack of Access to Trained Personnel,Reason for Not Testing Residents - Uncertainty About Reimbursement,Reason for Not Testing Residents - Other,During Past Two Weeks Average Time to Receive Resident Test Results,Has Facility Performed Resident Tests Since Last Report,Tested Residents with New Signs or Symptoms,Tested Asymptomatic Residents in a Unit or Section After a New Case,Tested Asymptomatic Residents Facility-Wide After a New Case,Tested Asymptomatic Residents Without Known Exposure as Surveillance,Tested Another Subgroup of Residents,Able to Test or Obtain Resources to Test All Staff and/or Personnel Within Next 7 Days,Reason for Not Testing Staff and/or Personnel - Lack of PPE for Personnel,Reason for Not Testing Staff and/or Personnel - Lack of Supplies,Reason for Not Testing Staff and/or Personnel - Lack of Access to Laboratory,Reason for Not Testing Staff and/or Personnel - Lack of Access to Trained Personnel,Reason for Not Testing Staff and/or Personnel - Uncertainty About Reimbursement,Reason for Not Testing Staff and/or Personnel - Other,During Past Two Weeks Average Time to Receive Staff and/or Personnel Test Results,Has Facility Performed Staff and/or Personnel Tests Since Last Report,Tested Staff and/or Personnel with New Signs or Symptoms,Tested Asymptomatic Staff and/or Personnel in a Unit or Section After a New Case,Tested Asymptomatic Staff and/or Personnel Facility-Wide After a New Case,Tested Asymptomatic Staff and/or Personnel Without Known Exposure as Surveillance,Tested Another Subgroup of Staff and/or Personnel
11/01/2020,075271,"MYSTIC HEALTHCARE & REHABILITATION CENTER, LLC",475 HIGH ST,MYSTIC,CT,06355,Y,Y,0,10,0,42,0,20,0,34,0,18,100,62,,,,,0,23,0,5,0,0,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,677.4,290.3,42.9,N,New London,POINT (-71.974014 41.364388),N,Y,N,N,N,N,N,N,3-7 DAYS,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,N,Y,N
06/07/2020,075348,ADVANCED CENTER FOR NURSING & REHABILITATION,169 DAVENPORT AVENUE,NEW HAVEN,CT,06519,Y,Y,3,31,9,59,0,3,3,12,1,9,226,189,Y,Y,Y,N,0,7,0,2,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,312.2,47.6,15.3,Y,New Haven,POINT (-72.93908900000001 41.302291),N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/14/2020,075408,"LEEWAY, INC",40 ALBERT STREET,NEW HAVEN,CT,06511,Y,Y,0,3,0,0,0,0,0,0,0,0,30,28,Y,N,Y,N,0,1,0,1,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,,N,New Haven,POINT (-72.89634 41.326544),N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/27/2020,075211,APPLE REHAB ROCKY HILL,45 ELM STREET,ROCKY HILL,CT,06067,Y,Y,0,22,0,7,0,3,1,9,0,6,120,60,,,,,0,0,0,2,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,116.7,100,85.7,N,Hartford,POINT (-72.641595 41.664617),N,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,N,Y,N
09/06/2020,075185,CASSENA CARE AT NEW BRITAIN,66 CLINIC DRIVE,NEW BRITAIN,CT,06051,Y,Y,0,10,0,73,0,58,1,19,0,12,90,60,,,,,0,23,0,13,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,1216.7,200,16.4,N,Hartford,POINT (-72.786309 41.648365),N,Y,N,N,N,N,N,N,N/A,N,N,N,N,N,N,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,N,Y,N
11/08/2020,075320,ST CAMILLUS REHABILITATION & NURSING CENTER,494 ELM ST,STAMFORD,CT,06902,Y,Y,0,11,0,52,0,0,0,27,0,22,124,76,,,,,0,18,0,0,0,1,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,684.2,289.5,42.3,N,Fairfield,POINT (-73.526723 41.049972),N,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,N,Y,N
08/02/2020,075301,CALEB HITCHCOCK HEALTH CARE CE,40 LOEFFLER RD,BLOOMFIELD,CT,06002,Y,Y,0,0,0,5,0,16,0,12,0,5,60,40,Y,Y,Y,Y,0,5,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,125,125,100,N,Hartford,POINT (-72.76466 41.828776),N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/11/2020,075380,APPLE REHAB CROMWELL,156 BERLIN ROAD,CROMWELL,CT,06416,Y,Y,0,1,0,20,0,11,0,15,0,7,75,66,,,,,1,5,0,2,0,1,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,303,106.1,35,N,Middlesex,POINT (-72.712975 41.607341000000005),N,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,N,Y,N
05/31/2020,075138,BLOOMFIELD HEALTH CARE CENTER,355 PARK AVENUE,BLOOMFIELD,CT,06002,Y,Y,1,26,0,51,3,21,1,23,0,13,120,100,Y,Y,N,N,0,20,0,17,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,510,130,25.5,N,Hartford,POINT (-72.713086 41.822502),N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/05/2020,075064,MILFORD HEALTH CARE CENTER INC,195 PLATT STREET,MILFORD,CT,06460,Y,Y,0,27,0,88,0,2,0,29,0,26,120,99,Y,Y,Y,N,0,20,0,12,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,888.9,262.6,29.5,N,New Haven,POINT (-73.019075 41.212196),N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/28/2020,075109,HEBREW CENTER FOR HEALTH AND REHABILITATION,1 ABRAHMS BLVD,WEST HARTFORD,CT,06117,Y,Y,0,2,0,42,0,17,2,34,0,14,257,184,Y,Y,Y,N,1,23,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,228.3,76.1,33.3,N,Hartford,POINT (-72.728931 41.802774),N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08/02/2020,075057,SKYVIEW REHAB AND NURSING,35 MARC DRIVE,WALLINGFORD,CT,06492,Y,Y,2,50,0,66,0,85,0,12,0,12,97,80,Y,Y,Y,N,0,11,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,825,150,18.2,N,New Haven,POINT (-72.846279 41.453355),N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08/16/2020,075268,TRINITY HILL CARE CENTER,151 HILLSIDE AVE,HARTFORD,CT,06106,Y,Y,0,0,0,60,0,0,0,2,0,2,144,130,,,,,0,32,0,29,0,1,N,N,N,N,Y,N,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,,,,,461.5,15.4,3.3,N,Hartford,POINT (-72.698044 41.748736),N,Y,N,N,N,N,N,N,3-7 DAYS,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,3-7 DAYS,Y,N,N,N,Y,N
10/04/2020,075109,HEBREW CENTER FOR HEALTH AND REHABILITATION,1 ABRAHMS BLVD,WEST HARTFORD,CT,06117,Y,Y,0,2,0,42,0,18,0,45,0,14,257,195,,,,,0,24,0,0,0,0,N,N,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,215.4,71.8,33.3,N,Hartford,POINT (-72.728931 41.802774),N,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,N,Y,N
06/21/2020,075185,CASSENA CARE AT NEW BRITAIN,66 CLINIC DRIVE,NEW BRITAIN,CT,06051,Y,Y,0,9,0,73,0,58,0,15,0,12,90,48,Y,N,Y,N,0,22,0,13,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,1520.8,250,16.4,N,Hartford,POINT (-72.786309 41.648365),N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/01/2020,075246,WHITNEY REHABILITATION CARE CENTER,2798 WHITNEY AVENUE,HAMDEN,CT,06518,Y,Y,0,6,0,54,0,27,0,33,0,21,150,91,,,,,0,104,0,28,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,593.4,230.8,38.9,N,New Haven,POINT (-72.897242 41.398068),N,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,N,Y,N
07/26/2020,075379,SHARON HEALTH CARE CENTER,27 HOSPITAL HILL ROAD,SHARON,CT,06069,Y,Y,0,10,0,0,0,0,0,6,0,4,88,25,Y,Y,Y,N,0,3,0,5,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,160,,N,Litchfield,POINT (-73.480208 41.879551),N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08/30/2020,075196,HARBOR VILLAGE NORTH HEALTH AND REHABILITATION CEN,78 VIETS ST EXTENSION,NEW LONDON,CT,06320,Y,Y,0,1,0,10,0,40,0,9,0,1,128,120,,,,,0,5,1,44,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,83.3,8.3,10,N,New London,POINT (-72.11074 41.338131),N,Y,N,N,N,N,N,N,3-7 DAYS,N,N,N,N,N,N,Y,N,N,N,N,N,N,3-7 DAYS,Y,N,N,N,Y,N
09/13/2020,075214,"PORTLAND CARE & REHAB CENTER,",333 MAIN ST,PORTLAND,CT,06480,Y,Y,0,52,0,26,0,31,2,27,0,11,65,58,,,,,0,16,0,55,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,448.3,189.7,42.3,N,Middlesex,POINT (-72.636328 41.578561),N,Y,N,N,N,N,N,N,N/A,N,N,N,N,N,N,Y,N,N,N,N,N,N,3-7 DAYS,Y,N,N,N,N,Y
07/26/2020,075394,LONG RIDGE POST-ACUTE CARE,710 LONG RIDGE ROAD,STAMFORD,CT,06902,Y,N,0,39,0,60,0,23,1,31,0,23,120,76,Y,N,Y,N,0,21,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,789.5,302.6,38.3,N,Fairfield,POINT (-73.563222 41.095003),N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/14/2020,075384,MARLBOROUGH HEALTH & REHABILITATION CENTER,85 STAGE HARBOR ROAD,MARLBOROUGH,CT,06447,Y,Y,1,6,4,60,4,42,3,11,3,11,120,85,Y,Y,Y,N,1,21,0,10,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,705.9,129.4,18.3,Y,Hartford,POINT (-72.476829 41.652591),N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08/02/2020,075314,TOUCHPOINTS AT MANCHESTER,333 BIDWELL ST BOX 1296,MANCHESTER,CT,06040,Y,Y,0,33,0,63,0,0,0,24,0,23,131,105,Y,Y,Y,N,0,13,0,24,0,0,N,N,N,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,N,,,,,600,219,36.5,N,Hartford,POINT (-72.545849 41.759594),N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/08/2020,075361,WAVENY CARE CENTER,3 FARM ROAD,NEW CANAAN,CT,06840,Y,Y,0,2,0,13,0,1,0,23,0,15,76,52,,,,,3,23,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,250,288.5,115.4,N,Fairfield,POINT (-73.493667 41.128529),N,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,<1 DAY,N,N,N,N,N,N
05/31/2020,075271,"MYSTIC HEALTHCARE & REHABILITATION CENTER, LLC",475 HIGH ST,MYSTIC,CT,06355,Y,Y,2,8,0,41,0,20,1,20,1,15,100,54,Y,Y,Y,N,0,21,1,5,0,0,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,759.3,277.8,36.6,N,New London,POINT (-71.974014 41.364388),N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08/09/2020,075294,WHISPERING PINES REHABILITATION AND NURSING CENTER,38 TALMADGE AVENUE,EAST HAVEN,CT,06512,Y,Y,0,12,0,59,0,20,0,26,0,25,90,68,Y,N,Y,N,0,40,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,867.6,367.6,42.4,N,New Haven,POINT (-72.86361 41.263459),N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/27/2020,075402,MANSFIELD CENTER FOR NURSING AND REHABILITATION,100 WARREN CIRCLE,MANSFIELD,CT,06268,Y,Y,0,0,0,2,0,0,0,5,0,0,98,74,,,,,0,0,0,1,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,27,0,0,N,Tolland,POINT (-72.253088 41.791899),N,Y,N,N,N,N,N,N,3-7 DAYS,N,N,N,N,N,N,Y,N,N,N,N,N,N,3-7 DAYS,Y,N,N,N,N,Y
10/18/2020,075368,"GARDNER HEIGHTS HEALTH CARE CENTER, INC",172 ROCKY REST ROAD,SHELTON,CT,06484,Y,Y,0,21,0,6,0,19,1,15,0,2,110,87,,,,,0,9,0,1,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,69,23,33.3,N,Fairfield,POINT (-73.095187 41.286437),N,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,3-7 DAYS,Y,N,N,N,Y,N
09/06/2020,075228,ARDEN HOUSE,850 MIX AVE,HAMDEN,CT,06514,Y,Y,0,40,0,125,0,6,0,76,0,52,360,169,,,,,0,61,0,5,0,0,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,N,,,,,739.6,307.7,41.6,N,New Haven,POINT (-72.920536 41.375964),N,Y,N,N,N,N,N,N,3-7 DAYS,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,3-7 DAYS,Y,N,N,N,Y,N
09/20/2020,075082,HUGHES HEALTH AND REHABILITATION,29 HIGHLAND ST,WEST HARTFORD,CT,06119,Y,Y,0,10,0,57,0,23,1,12,0,4,92,97,,,,,0,0,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,587.6,41.2,7,N,Hartford,POINT (-72.718027 41.767504),N,Y,N,N,N,N,N,N,3-7 DAYS,N,N,N,N,N,N,Y,N,N,N,N,N,N,3-7 DAYS,Y,N,N,N,Y,N
07/26/2020,075232,COBALT LODGE HEALTH CARE & REH,29 MIDDLE HADDAM RD,COBALT,CT,06414,Y,Y,0,35,0,0,0,0,0,0,0,0,35,30,Y,Y,Y,N,0,0,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,,N,Middlesex,POINT (-72.554057 41.558675),N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/27/2020,075419,AMBERWOODS OF FARMINGTON,416 COLT HIGHWAY,FARMINGTON,CT,06032,Y,Y,0,0,0,0,0,1,0,13,0,0,130,79,,,,,0,2,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,,N,Hartford,POINT (-72.801542 41.715385),N,Y,N,N,N,N,N,N,3-7 DAYS,Y,N,N,Y,N,N,Y,N,N,N,N,N,N,3-7 DAYS,Y,N,N,N,Y,N
06/07/2020,075390,BEACON BROOK HEALTH CENTER,89 WIED DRIVE,NAUGATUCK,CT,06770,Y,Y,7,13,2,96,0,17,0,22,0,5,126,85,Y,Y,Y,N,0,27,0,8,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,1129.4,58.8,5.2,N,New Haven,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/05/2020,075333,MANCHESTER MANOR,385 W CENTER ST,MANCHESTER,CT,06040,Y,Y,5,28,0,54,0,21,0,42,0,20,126,77,Y,Y,Y,N,1,25,1,29,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,701.3,259.7,37,N,Hartford,POINT (-72.552621 41.769734),N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/24/2020,075355,NEWTOWN REHABILITATION & HEALTH CARE CENTER,139 TODDY HILL ROAD,NEWTOWN,CT,06470,Y,N,9,9,75,75,6,6,24,24,18,18,137,122,Y,Y,Y,N,8,8,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,614.8,147.5,24,,Fairfield,POINT (-73.258982 41.382079),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/20/2020,075061,CASSENA CARE AT STAMFORD,53 COURTLAND AVENUE,STAMFORD,CT,06902,Y,Y,0,58,0,71,0,92,0,38,0,29,156,115,,,,,0,33,0,25,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,617.4,252.2,40.8,N,Fairfield,POINT (-73.514114 41.060582),N,Y,N,N,N,N,N,N,3-7 DAYS,Y,N,N,Y,Y,N,Y,N,N,N,N,N,N,3-7 DAYS,Y,N,N,Y,Y,N
11/08/2020,075314,TOUCHPOINTS AT MANCHESTER,333 BIDWELL ST BOX 1296,MANCHESTER,CT,06040,Y,Y,0,33,0,63,0,0,0,24,0,23,131,106,,,,,0,15,0,24,0,0,N,N,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,594.3,217,36.5,N,Hartford,POINT (-72.545849 41.759594),N,Y,N,N,N,N,N,N,3-7 DAYS,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,3-7 DAYS,Y,N,N,N,Y,N
08/02/2020,075034,"CAROLTON CHRONIC & CONV HOSP,",400 MILL PLAIN RD,FAIRFIELD,CT,06430,Y,Y,0,9,0,41,0,7,0,20,0,17,160,92,Y,Y,Y,N,0,48,1,14,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,445.7,184.8,41.5,N,Fairfield,POINT (-73.265827 41.14486),N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/08/2020,075070,APPLE REHAB SAYBROOK,1775 BOSTON POST RD,OLD SAYBROOK,CT,06475,Y,Y,0,1,0,66,0,46,0,25,0,17,120,58,,,,,1,35,0,21,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,1137.9,293.1,25.8,N,Middlesex,POINT (-72.42083 41.284184),N,Y,N,N,N,N,N,N,3-7 DAYS,Y,N,N,Y,N,N,Y,N,N,N,N,N,N,3-7 DAYS,Y,N,N,Y,N,N
06/21/2020,075196,HARBOR VILLAGE NORTH HEALTH AND REHABILITATION CEN,78 VIETS ST EXTENSION,NEW LONDON,CT,06320,Y,Y,0,1,0,5,0,36,0,5,0,1,128,118,Y,Y,Y,N,0,4,1,35,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,42.4,8.5,20,N,New London,POINT (-72.11074 41.338131),N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/14/2020,075011,"WINDSOR HEALTH AND REHABILITATION CENTER, LLC",581 POQUONOCK AVE,WINDSOR,CT,06095,Y,N,2,7,0,1,0,1,48,558,0,0,108,66,Y,N,Y,N,4,13,0,0,0,0,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,N,,,,,15.2,0,0,N,Hartford,POINT (-72.658685 41.86911),N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/20/2020,075322,ESSEX MEADOWS HEALTH CENTER,30 BOKUM RD,ESSEX,CT,06426,Y,Y,0,0,0,18,0,8,0,10,0,7,45,27,,,,,0,8,0,6,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,666.7,259.3,38.9,N,Middlesex,POINT (-72.410763 41.338327),N,Y,N,N,N,N,N,N,3-7 DAYS,N,N,N,N,N,N,Y,N,N,N,N,N,N,3-7 DAYS,Y,N,N,N,Y,N
07/26/2020,075163,BISHOP WICKE HEALTH & REHAB CT,584 LONG HILL AVE,SHELTON,CT,06484,Y,Y,0,6,0,20,0,12,0,5,0,3,120,74,Y,Y,Y,N,0,10,0,3,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,270.3,40.5,15,N,Fairfield,POINT (-73.098403 41.281872),N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/07/2020,075060,SALMON BROOK REHAB AND NURSING,72 SALMON BROOK DRIVE,GLASTONBURY,CT,06033,Y,N,1,18,9,48,0,11,1,31,0,20,126,87,Y,Y,Y,N,0,27,0,12,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,551.7,229.9,41.7,Y,Hartford,POINT (-72.603458 41.716521),N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/28/2020,075274,WESTERN REHABILITATION CARE CENTER,107 OSBORNE STREET,DANBURY,CT,06810,Y,Y,0,3,0,3,0,0,0,1,0,1,120,83,Y,N,Y,N,0,2,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,36.1,12,33.3,N,Fairfield,POINT (-73.442173 41.403689),N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/05/2020,075320,ST CAMILLUS REHABILITATION & NURSING CENTER,494 ELM ST,STAMFORD,CT,06902,Y,Y,0,10,0,51,0,0,0,24,0,22,124,72,Y,N,Y,N,0,18,0,0,0,1,N,N,N,N,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,,,,,708.3,305.6,43.1,N,Fairfield,POINT (-73.526723 41.049972),N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/07/2020,075382,WOODLAKE AT TOLLAND REHABILITATION & NURSING CENTE,26 SHENIPSIT LAKE ROAD,TOLLAND,CT,06084,Y,Y,0,0,0,0,0,2,0,2,0,1,130,113,Y,Y,Y,N,0,3,0,1,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,8.8,,N,Tolland,POINT (-72.414389 41.871808),N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/04/2020,075390,BEACON BROOK HEALTH CENTER,89 WIED DRIVE,NAUGATUCK,CT,06770,Y,Y,2,36,0,101,0,20,0,29,0,5,126,87,,,,,0,34,0,9,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,1160.9,57.5,5,N,New Haven,,N,Y,N,N,N,N,N,N,>7 DAYS,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,>7 DAYS,Y,N,N,N,Y,N
10/04/2020,075413,NORTHBRIDGE HEALTH CARE CENTER,2875 MAIN STREET,BRIDGEPORT,CT,06606,Y,Y,0,97,0,1,0,1,0,5,0,0,145,76,,,,,0,3,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,13.2,0,0,N,Fairfield,POINT (-73.203493 41.201508),N,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,Y,N,N,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,Y,N,N
07/05/2020,075440,"SPRINGS AT WATERMARK 3030 PARK, THE",3030 PARK AVENUE,BRIDGEPORT,CT,06604,Y,Y,0,0,0,2,0,0,0,1,0,1,23,12,Y,N,Y,N,0,0,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,166.7,83.3,50,N,Fairfield,POINT (-73.219717 41.198599),N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/14/2020,075368,"GARDNER HEIGHTS HEALTH CARE CENTER, INC",172 ROCKY REST ROAD,SHELTON,CT,06484,Y,Y,1,2,0,6,0,19,0,4,0,2,130,80,Y,N,Y,N,0,7,0,1,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,75,25,33.3,N,Fairfield,POINT (-73.095187 41.286437),N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/24/2020,075232,COBALT LODGE HEALTH CARE & REH,29 MIDDLE HADDAM RD,COBALT,CT,06414,Y,Y,35,35,0,0,0,0,0,0,0,0,35,35,Y,Y,N,N,0,0,0,0,0,0,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,,,Middlesex,POINT (-72.554057 41.558675),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
